시도별,품목별,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
전국,칫솔,82.261,83.194,84.35,87.624,85.696,85.251,84.981,87.091,86.981,86.612,89.402,88.266,85.449,97.67,96.284,98.885,97.964,97.069,100,100.36
전국,치약,60.781,65.433,64.883,71.334,77.005,78.783,84.686,86.957,87.015,86.66,85.68,81.732,91.295,96.773,98.973,91.592,93.322,95.151,100,90.53
전국,비누,62.03,65.341,70.634,74.283,76.815,77.13,83.055,94.687,97.157,102.89,114.031,115.872,112.963,111.424,108.41,106.241,102.254,102.058,100,101.13
전국,화장지,70.965,71.331,73.326,75.169,77.261,79.591,86.725,93.722,97.297,102.494,105.674,105.83,103.967,103.015,102.747,97.53,95.586,97.636,100,101.39
전국,가방,54.178,55.798,52.41,53.701,55.652,57.178,57.853,58.028,58.803,60.057,64.791,73.083,78.429,90.181,93.79,94.763,96.223,99.758,100,97.7
전국,핸드백,67.927,70.867,68.899,71.489,72.406,72.406,74.539,75.879,76.219,80.728,82.919,81.748,91.2,94.106,95.998,97.454,99.808,100.487,100,98.29
전국,우산,83.926,83.345,83.184,82.533,82.168,81.927,82.973,87.003,90.434,94.346,97.857,100.143,101.095,101.529,101.189,100.539,100.689,100.553,100,99.92
전국,상수도료,66.055,72.441,75.503,78.266,80.732,83.856,86.549,86.705,86.868,88.569,91.434,92.544,93.299,95.175,97.744,99.196,100.466,100.373,100,101.19
전국,전기료,109.757,106.158,103.4,102.549,104.087,104.498,104.498,104.498,105.388,107.495,109.692,113.808,116.362,114.408,109.694,102.772,99.765,100,100,99.49
전국,도시가스,67.708,71.261,73.494,76.86,88.029,92.3,98.858,105.32,109.663,119.43,128.549,136.487,145.236,122.234,101.057,104.574,100.068,103.591,100,94.64
전국,집세,72.364,74.95,76.133,75.962,76.266,77.646,79.406,80.647,82.16,85.412,89.014,91.383,93.527,95.907,97.694,99.271,99.885,99.783,100,101.38
전국,집세,72.364,74.95,76.133,75.962,76.266,77.646,79.406,80.647,82.16,85.412,89.014,91.383,93.527,95.907,97.694,99.271,99.885,99.783,100,101.38
전국,전세,65.33,68.227,69.663,69.711,70.216,71.791,73.592,74.858,76.444,79.973,83.918,86.57,89.192,92.425,95.357,98.103,99.513,99.693,100,101.92
전국,월세,87.549,88.636,88.791,87.836,87.558,88.312,89.82,90.947,92.177,94.604,97.224,98.834,99.779,100.073,100.444,100.582,100.302,99.884,100,100.73
전국,공공서비스,79.433,81.431,83.459,86.126,89.119,91.838,94.092,95.936,97.092,96.672,97.19,97.844,98.576,99.782,101.24,102.223,102.433,101.942,100,100.96
전국,공공서비스,79.433,81.431,83.459,86.126,89.119,91.838,94.092,95.936,97.092,96.672,97.19,97.844,98.576,99.782,101.24,102.223,102.433,101.942,100,100.96
전국,하수도료,22.692,25.474,29.051,32.437,35.536,37.331,40.359,40.814,41.987,43.754,50.325,53.835,60.092,65.991,77.195,86.754,93.3,97.434,100,105.9
전국,쓰레기봉투료,69.598,72.29,76,77.326,79.033,81.367,84.834,84.983,85.917,85.917,85.83,85.919,86.731,88.915,93.751,97.573,98.975,99.473,100,102.54
전국,정화조청소료,74.986,75.598,76.507,77.266,77.904,78.631,79.062,81.072,82.919,84.709,87.281,88.837,89.552,90.832,92.061,93.025,95.357,97.37,100,101.9
전국,한방진료비,52.402,53.571,55.035,56.674,58.652,59.961,64.779,72.713,78.437,82.045,85.104,87.395,89.787,92.03,94.092,96.871,99.659,98.597,100,102.86
전국,치과진료비,76.236,78.977,81.342,82.605,84.512,87.644,90.659,93.853,95.244,96.68,98.093,95.8,93.574,93.79,95.609,97.483,98.188,97.164,100,101.11
전국,도로통행료,86.214,88.083,93.169,94.186,97.899,98.236,95.818,95.598,95.598,95.861,98.753,98.753,98.753,98.753,102.812,102.742,101.422,101.214,100,98.36
전국,열차료,77.688,79.859,86.306,85.451,86.377,94.595,96.047,96.047,96.047,96.279,98.833,98.833,98.833,102.934,102.934,101.227,100,100,100,100
전국,도시철도료,45.91,51.004,57.336,66.261,66.956,73.35,75.205,75.205,75.205,75.506,84.139,85.774,86.125,92.653,98.156,99.67,100,100,100,100
전국,시내버스료,47.797,53.709,57.018,63.037,64.077,70.962,72.343,72.343,72.637,75.422,82.328,84.298,85.814,89.846,94.282,95.156,94.939,96.14,100,100.62
전국,시외버스료,62.472,63.741,67.282,70.823,73.113,77.693,78.614,81.375,82.983,85.209,85.209,89.032,89.85,89.855,89.855,89.843,89.765,98.294,100,100
전국,택시료,53.295,54.341,54.341,56.237,62.016,62.662,63.089,70.524,73.745,73.745,73.745,80.322,85.499,85.499,85.499,85.867,86.624,97.396,100,100.05
전국,국제항공료,67.779,71.118,75.686,82.082,86.945,88.457,99.005,87.862,96.793,107.175,110.795,107.483,104.974,94.025,92.864,95.653,100.791,99.557,100,110.02
전국,우편료,60.709,60.709,61.494,65.421,66.075,69.347,69.347,69.347,69.347,70.595,74.34,77.611,82.19,82.19,82.19,87.785,89.644,96.548,100,103.33
전국,유선전화료,104.13,99.926,98.59,98.028,98.028,98.028,98.028,98.028,98.028,98.028,98.028,98.028,99.197,99.786,99.935,99.925,99.925,99.925,100,100.12
전국,휴대전화료,133.722,126.06,124.18,120.929,120.929,118.954,116.817,116.777,115.105,112.726,108.792,108.792,108.792,108.792,108.792,108.795,107.085,103.559,100,101.23
전국,인터넷이용료,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.987,100,100
전국,방송수신료,94.532,96.701,96.84,96.747,96.747,97.295,97.674,98.915,99.504,100.093,100.892,100.467,100.515,100.52,100.398,99.858,99.877,99.952,100,99.08
전국,유치원납입금,69.786,75.205,81.419,88.085,95.565,104.381,113.278,119.98,126.965,131.23,119.659,92.576,92.079,99.184,101.9,102.998,104.913,104.762,100,92.25
전국,전문대학납입금,65.908,70.754,76.162,81.241,86.657,93.006,99.994,103.528,104.597,105.277,101.898,100.494,100.265,100.236,100.234,100.238,100.303,100.316,100,100.28
전국,국공립대학교납입금,64.695,71.528,79.597,86.14,92.428,100.346,108.881,111.192,112.15,112.561,104.954,102.93,102.554,102.391,102.22,101.898,101.014,100.773,100,100.33
전국,사립대학교납입금,69.157,74.077,79.049,83.224,88.53,94.757,101.56,103.134,104.265,106.473,103.931,102.846,102.462,102.346,102.332,102.274,101.854,101.389,100,99.7
전국,국공립대학원납입금,61.868,66.361,70.782,74.73,81.441,88.625,95.996,97.254,98.258,98.554,98.401,98.356,98.312,98.304,98.54,98.657,98.95,99.507,100,100.22
전국,사립대학원납입금,56.816,62.432,68.564,75.32,79.551,84.712,90.298,91.843,93.362,95.51,95.575,96.056,96.987,97.608,98.085,98.575,99.105,99.548,100,100.17
전국,보육시설이용료,107.38,112.523,118.855,131.119,139.851,151.827,162.47,170.37,174.697,181.526,130.921,96.337,97.904,103.843,108.355,108.39,107.06,102.838,100,99.49
전국,행정수수료,72.888,75.071,75.771,76.376,78.445,78.445,92.449,93.722,96.089,96.089,96.484,100,100,100,100,100,100,100,100,100
전국,개인서비스,62.119,64.884,67.562,69.702,71.799,74.053,77.521,79.687,81.431,84.457,85.346,86.703,88.169,89.857,92.304,94.63,97.019,98.814,100,102.55
전국,외식,63.503,65.859,68.403,70.065,71.414,72.762,76.254,79.185,81.002,84.464,85.402,86.709,87.958,90.014,92.302,94.53,97.41,99.223,100,102.81
전국,김치찌개백반,61.913,64.018,65.993,66.406,66.904,67.629,71.386,74.855,77.134,82.283,84.129,85.932,87.878,89.122,90.264,92.449,95.142,98.319,100,103
전국,된장찌개백반,61.72,63.712,66.074,66.533,67.393,67.853,71.236,74.751,76.691,82.028,84.573,86.301,87.803,89.075,90.295,92.228,95.29,98.694,100,102.47
전국,비빔밥,64.671,66.536,68.411,68.837,69.927,70.638,73.632,75.514,77.926,82.518,84.784,86.909,88.195,89.876,91.259,92.833,96.082,99.259,100,102.97
전국,설렁탕,58.381,61.289,62.445,63.311,64.826,66.968,69.411,71.765,74.499,80.428,82.259,83.504,84.959,87.529,89.089,92.031,96.117,98.706,100,103.52
전국,갈비탕,51.787,54.345,55.833,57.699,59.402,60.671,63.421,65.787,68.566,72.794,74.208,76.52,78.804,82.144,85.467,89.268,94.631,97.479,100,105.56
전국,삼계탕,59.175,60.338,62.242,64.865,66.401,67.779,71.607,76.938,79.784,83.713,85.986,87.572,89.281,91.123,92.29,94.127,96.897,99.339,100,101.61
전국,불고기,61.448,63.204,65.835,68.224,71.414,73.262,74.808,76.946,79.521,83.888,84.518,85.474,86.793,88.517,91.81,93.642,95.956,98.343,100,103.35
전국,쇠고기(외식),52.289,55.787,61.048,64.415,68.205,70.185,72.568,75.037,79.483,82.669,83.782,84.344,85.624,86.785,90.323,92.386,95.266,97.418,100,104.55
전국,돼지갈비(외식),51.507,53.832,57.587,60.975,62.661,63.423,66.12,70.362,73.324,83.272,84.842,85.525,87.198,89.452,91.362,93.527,97.075,99.217,100,102.44
전국,삼겹살(외식),47.582,50.443,54.544,57.592,59.08,60.179,64.162,69.619,72.028,82.73,84.442,84.861,86.423,89.116,91.241,93.606,96.666,98.66,100,102.42
전국,냉면,61.521,63.81,64.343,65.017,65.873,66.485,69.367,71.068,72.742,78.561,81.495,83.676,85.661,87.968,89.315,91.393,95.143,98.446,100,102.84
전국,칼국수,59.166,61.3,63.178,63.414,65.021,66.337,72.267,74.64,76.611,81.878,83.722,85.772,87.177,88.207,89.933,92.023,95.551,98.193,100,102.6
전국,생선초밥,72.857,76.193,78.65,79.033,80.028,80.482,81.503,83.558,85.226,87.108,88.02,89.735,90.715,91.643,93.706,94.977,96.879,99.106,100,103.09
전국,생선회(외식),69.552,70.558,72.488,71.711,71.95,73.032,74.22,76.892,84.231,87.599,88.687,90.074,90.42,90.855,94.744,97.037,100.875,100.041,100,105.7
전국,자장면,53.786,59.413,60.809,61.066,61.87,64.18,72.575,73.847,74.768,79.995,80.943,82.353,83.397,85.703,88.108,90.933,94.982,98.589,100,103.07
전국,짬뽕,52.502,57.159,58.474,59.033,59.934,61.759,68.893,70.212,70.971,76.086,77.293,79.619,81.467,83.876,86.54,90.003,94.687,98.484,100,103.02
전국,탕수육,65.023,66.09,66.567,67.056,67.749,69.084,72.755,74.286,75.209,83.017,84.803,86.215,87.562,89.429,91.137,93.231,96.148,98.896,100,101.98
전국,볶음밥,57.707,61.526,63.143,63.873,64.395,66.045,72.342,73.992,74.981,79.824,80.912,82.629,84.089,85.918,88.459,91.64,95.364,98.282,100,103.92
전국,돈가스,68.339,69.659,70.487,71.007,72.522,73.954,76.995,79.539,80.481,86.637,88.091,89.018,89.758,90.362,92.297,93.945,96.416,99.307,100,102.31
전국,스테이크,65.245,66.754,68.354,70.098,71.015,72.674,75.724,78.422,79.883,82.845,85.301,87.169,88.214,89.815,92.239,93.996,95.667,97.967,100,103.11
전국,라면(외식),51.767,52.634,53.72,53.765,54.352,56.041,64.467,67.675,69.258,72.905,75.635,78.166,81.166,84.033,86.979,90.666,94.464,98.127,100,103.19
전국,김밥,52.139,51.941,51.393,51.115,51.166,51.553,60.266,64.334,66.073,69.041,70.466,72.71,75.365,77.321,80.979,87.258,92.191,97.251,100,104.78
전국,치킨,58.637,60.5,64.296,67.311,69.105,70.94,76.695,82.427,84.531,85.115,87.123,88.969,89.687,90.215,90.529,91.326,93.831,98.667,100,102.96
전국,햄버거,66.274,69.43,78.897,78.897,78.897,79.62,82.269,87.463,88.052,93.168,93.701,89.299,90.806,93.518,93.733,94.78,98.859,101.23,100,103.64
전국,피자,70.093,71.135,75.713,75.713,75.713,77.082,85.657,90.174,91.438,92.962,95.728,95.728,98.836,99.119,99.119,99.119,100.324,100.725,100,98.91
전국,커피(외식),68.723,71.144,72.712,74.028,75.94,78.445,81.079,83.3,85.535,87.559,89.739,92.277,93.368,95.673,96.046,96.766,97.364,99.848,100,99.81
전국,기타음료(외식),79.874,82.305,83.616,84.78,86.787,88.794,91.069,93.754,94.326,95.804,97.062,97.759,98.552,99.25,99.176,99.407,99.425,99.569,100,100.21
전국,소주(외식),68.816,71.534,72.608,72.668,73.007,73.649,73.764,73.825,74.678,75.002,75.06,77.257,78.701,81.589,91.156,95.918,98.258,99.307,100,100.76
전국,맥주(외식),69.687,71.46,72.191,72.633,73.383,74.339,75.344,76.887,78.249,79.521,81.314,86.169,88.74,90.442,92.523,94.861,96.651,98.94,100,100.81
전국,구내식당식사비,53.356,54.697,56.864,59.427,61.709,63.64,66.725,69.904,71.855,75.712,78.817,81.02,82.564,86.796,88.995,91.455,94.656,97.51,100,104.09
전국,외식제외,61.335,64.325,67.069,69.476,72.024,74.838,78.271,79.979,81.675,84.465,85.302,86.688,88.291,89.751,92.304,94.698,96.756,98.539,100,102.36
전국,의복수선료,70.56,72.154,74.083,75.659,76.252,76.636,78.61,81.655,82.959,84.294,85.939,87.315,89.208,90.855,91.842,93.93,95.79,98.396,100,101.29
전국,세탁료,73.868,76.525,77.635,78.502,79.529,80.51,84.52,87.235,87.482,88.984,90.776,91.261,91.773,92.181,93.042,94.596,96.145,97.822,100,102.23
전국,설비수리비,49.876,53.983,57.372,59.135,60.071,60.825,62.481,63.88,64.364,68.3,71.909,74.765,76.92,80.394,82.663,87.524,92.492,97.031,100,104.85
전국,공동주택관리비,46.81,49.065,52.13,54.176,56.405,58.68,61.758,63.505,64.783,66.7,69.594,74.339,76.638,79.621,82.584,86.787,90.766,95.115,100,105.3
전국,가전제품수리비,49.564,49.564,53.964,56.157,59.452,66.04,66.04,66.04,66.04,66.04,66.04,66.04,71.819,76.174,82.36,87.645,93.938,95.805,100,104.09
전국,가사도우미료,42.758,46.537,50.482,51.597,52.131,56.769,59.353,60.264,65.46,69.137,74.086,75.661,78.11,81.234,82.736,85.706,94.024,98.037,100,101.85
전국,치과보철료,84.471,87.507,90.127,91.527,93.64,97.11,100.451,103.99,105.53,107.122,108.688,106.147,103.68,103.92,103.337,102.859,101.254,99.152,100,100.72
전국,엔진오일교체료,48.586,48.955,53.111,55.382,57.856,59.374,68.434,75.172,76.654,81.483,83.826,85.06,86.887,88.184,88.547,90.034,94.653,97.771,100,105
전국,세차료,41.893,45.452,47.013,47.69,49.173,50.592,53.541,55.465,58.295,61.759,65.786,69.489,73.22,77.284,81.279,85.195,90.613,96.33,100,104.87
전국,자동차학원비,42.335,42.974,43.658,42.618,42.302,46.528,52.936,52.904,53.001,52.537,55.143,57.569,58.158,60.443,63.405,82.122,91.763,97.418,100,100.81
전국,주차료,86.389,86.495,86.135,87.218,88.083,88.338,88.156,88.455,88.839,90.942,91.298,94.327,95.558,95.979,98.168,99.857,100.12,101.515,100,100.51
전국,승용차임차료,74.166,72.476,71.996,71.978,73.639,73.442,74.293,83.762,91.05,91.171,95.847,110.581,110.489,110.34,110.35,110.152,109.911,110.028,100,98.15
전국,자동차검사료,70.761,91.701,91.701,91.701,91.701,91.701,91.701,91.701,91.701,91.701,91.701,91.701,91.701,91.701,95.159,100,100,100,100,100
전국,국내항공료,73.759,73.886,77.541,80.588,80.139,80.427,88.521,81.696,83.355,90.024,94.551,99.421,99.835,93.031,91.108,95.661,99.889,101.038,100,101.96
전국,이삿짐운송료,59.302,59.387,57.529,55.881,56.766,58.126,60.044,60.975,62.99,69.72,74.283,78.158,83.045,87.914,90.694,92.785,95.831,98.064,100,105.88
전국,택배이용료,111.206,109.616,102.767,99.187,96.872,92.268,90.202,89.954,89.078,89.189,89.052,93.735,97.389,97.417,97.855,97.241,97.136,98.618,100,105
전국,수영장이용료,68.602,70.453,71.91,73.611,75.261,75.911,77.39,80.021,82.271,84.225,85.707,86.829,90.083,91.338,93.593,94.337,95.789,98.877,100,101.15
전국,볼링장이용료,56.388,60.259,62.962,64.667,65.837,67.679,70.718,72.814,74.317,77.735,80.288,83.484,87.248,89.877,92.079,95.096,97.952,99.909,100,99.9
전국,헬스클럽이용료,82.521,83.571,83.101,83.786,83.471,83.855,85.615,86.829,88.351,91.01,93.493,94.955,95.82,95.762,96.435,97.184,97.314,99.029,100,99.52
전국,골프연습장이용료,93.929,98.456,99.911,100.239,100.548,103.247,104.967,106.546,107.973,107.217,107.191,106.469,104.001,102.965,101.858,100.371,99.68,99.729,100,100.77
전국,골프장이용료,62.295,63.763,66.335,68.192,70.362,74.216,77.119,72.857,74.382,85.667,86.207,87.126,89.426,90.236,92.001,93.672,95.434,97.593,100,104.02
전국,당구장이용료,81.676,84.256,84.645,86.805,86.393,87.174,89.51,90.436,90.755,91.375,92.093,93.38,93.781,95.168,96.471,97.441,99.417,99.926,100,100.01
전국,노래방이용료,66.398,67.632,69.382,71.329,71.787,72.856,74.236,80.929,83.902,87.125,88.319,90.779,93.284,94.571,95.543,96.958,98.035,99.212,100,101.63
전국,PC방이용료,100.788,101.224,100.597,97.675,94.103,93.175,91.441,92.263,91.572,91.724,93.196,95.324,96.528,95.311,92.793,93.906,99.391,101.119,100,100.96
전국,놀이시설이용료,61.943,70.084,72.904,73.631,75.508,77.484,80.442,82.546,83.945,84.099,84.631,86.374,88.794,89.666,92.095,93.961,97.179,99.75,100,101.9
전국,운동경기관람료,53.665,55.467,59.468,61.263,62.033,64.142,69.95,72.717,76.331,80.007,80.569,82.951,85.438,88.73,91.935,94.082,96.354,97.531,100,102.26
전국,영화관람료,63.8,64.843,65.453,65.723,66.304,67.372,67.997,72.379,77.098,77.58,77.801,78.702,83.777,85.462,87.74,88.453,94.999,97.437,100,116.48
전국,독서실비,75.416,79.115,80.372,82.484,85.068,87.028,88.636,90.155,90.871,92.052,93.567,95.334,96.049,96.569,96.944,97.812,98.977,99.607,100,99.59
전국,사진서비스료,63.644,64.224,64.915,64.218,64.913,66.369,68.729,73.925,77.207,80.134,84.033,85.389,87.063,89.276,90.951,93.487,95.393,97.888,100,102.27
전국,국내단체여행비,85.876,92.672,90.209,89.304,90.793,89.379,90.577,92.52,97.746,100.011,104.277,105.82,105.023,97.888,98.49,100.663,100.868,98.999,100,105.16
전국,해외단체여행비,71.464,72.311,78.29,91.534,92.9,92.213,104.512,96.035,98.607,106.282,109.44,113.163,113.193,106.956,110.195,107.362,108.24,106.503,100,99.19
전국,초등학생학원비,57.862,59.057,61.08,62.583,64.408,68.054,72.481,75.511,79.159,82.26,86.065,89.056,91.574,93.048,94.983,95.957,97.544,98.534,100,101.32
전국,고등학생학원비,48.932,52.113,54.536,56.802,60.436,64.131,68.329,70.255,72.626,76.16,80.755,84.947,87.557,89.867,92.507,94.559,96.651,98.436,100,101.09
전국,음악학원비,56.398,58.983,60.875,62.64,64.848,68.158,70.972,73.044,75.045,77.603,81.559,84.334,85.969,87.671,90.38,93.201,96.004,97.658,100,103.39
전국,미술학원비,54.988,59.491,61.883,62.502,64.476,67.185,70.154,72.258,74.973,78.684,82.294,84.706,87.015,89.136,91.673,93.777,95.767,98.006,100,102.47
전국,운동학원비,53.313,56.142,58.665,60.966,63.303,65.489,68.909,70.215,72.455,75.631,77.757,79.97,83.181,86.122,88.959,91.591,94.73,97.672,100,103.08
전국,전산학원비,60.025,61.805,63.46,64.852,66.355,67.133,69.479,71.241,75.278,78.961,82.814,88.056,90.88,93.236,94.614,94.81,96.223,97.518,100,101.29
전국,가정학습지,78.326,79.262,84.805,85.956,85.956,92.496,93.091,93.091,93.091,93.82,94.766,96.371,96.231,95.129,96.66,96.709,97.091,100,100,99.73
전국,학교보충교육비,83.259,83.252,85.436,88.053,90.76,92.249,93.776,94.524,95.192,94.145,94.338,94.36,95.136,95.385,95.414,97.29,98.696,99.703,100,97.88
전국,취업학원비,54.021,57.406,60.628,63.512,66.062,68.919,73.412,77.438,79.677,81.835,85.121,88.173,89.967,92.37,92.229,94.499,98.034,97.044,100,101.73
전국,외국어학원비,55.841,58.315,60.195,61.881,63.979,67.774,71.404,74.693,77.589,81.494,84.286,86.887,89.317,90.835,92.507,94.003,96.231,98.068,100,101.66
전국,운동강습료,75.194,76.261,77.223,77.087,78.192,79.213,81.609,83.209,83.363,85.052,87.311,88.98,91.664,93.073,94.679,95.628,96.873,99.085,100,100.19
전국,호텔숙박료,96.357,95.757,88.494,85.105,84.814,79.616,78.503,76.666,81.239,85.178,95.28,99.228,100.12,101.667,102.123,106.885,108.912,106.51,100,99.82
전국,여관숙박료,87.59,88.552,88.342,87.3,86.718,87.445,88.958,91.453,93.701,96.169,98.519,99.776,100.696,101.465,101.509,101.575,101.28,101.43,100,98.39
전국,콘도이용료,45.415,47.056,47.416,50.01,50.698,54.86,57.407,62.537,66.454,76.234,81.734,82.154,81.754,84.607,85.626,87.658,101.207,102.291,100,99.86
전국,학교기숙사비,55.799,58.468,61.457,63.903,66.89,70.079,73.423,77.278,80.321,83.99,85.578,87.509,90.179,92.172,93.479,94.84,96.371,98.054,100,101.51
전국,목욕료,52.172,54.559,54.79,54.628,55.866,57.928,63.785,68.383,71.109,75.21,78.966,82.013,85.632,87.294,88.608,90.929,94.735,97.653,100,101.13
전국,이발료,81.877,82.898,82.288,81.932,81.864,81.884,82.99,83.912,85.169,87.375,89.463,90.846,92.399,93.721,94.8,95.291,97.415,98.897,100,101.08
전국,미용료,58.825,61.52,62.398,62.123,61.989,63.034,66.765,70.58,72.83,78.205,81.967,85.2,89.075,91.08,92.21,93.593,96.566,98.669,100,101.15
전국,산후조리원이용료,60.809,62.266,66.495,69.13,72.87,80.227,82.9,82.393,83.886,89.619,91.849,91.919,91.398,92.559,93.829,94.921,96.88,98.627,100,101.97
전국,자동차보험료,71.681,70.727,75.516,77.616,86.975,93.571,96.954,94.031,91.479,92.538,90.755,90.137,90.137,90.137,92.327,92.401,91.702,95.559,100,100.35
전국,금융수수료,125.49,147.203,153.336,153.336,153.336,146.564,145.21,134.169,134.169,128.277,100.09,100.09,100.09,100.09,100.09,100.023,100.01,100.023,100,100
전국,대입전형료,117.86,117.703,116.906,114.023,114.375,115.942,127.141,123.873,123.603,124.087,121.738,118.971,116.774,116.252,114.729,114.798,100.36,99.884,100,100.25
전국,시험응시료,64.583,66.439,67.636,71.736,73.947,77.923,80.057,81.492,79.88,79.794,83.454,84.034,88.662,90.891,93.389,94.619,95.037,96.735,100,103.5
